seqnames,start,end,width,strand,xHits,transcriptsHits,scoreSum,scoreMean,scoreMax,geneType,geneName,geneID,region,mir_IP,n_mir181,n_mir181a,n_mir181b,n_mir181c,n_mir181d,set,mir181BS_ID,WT,KO,geneID.2,geneName.1,region.1,counts.bs.1_KO,counts.bs.2_KO,counts.bs.3_KO,counts.bs.4_WT,counts.bs.5_WT,counts.bs.6_WT,geneID.1,counts.bg.1_KO,counts.bg.2_KO,counts.bg.3_KO,counts.bg.4_WT,counts.bg.5_WT,counts.bg.6_WT,resBs.baseMean,resBs.log2FoldChange,resBs.lfcSE,resBs.stat,resBs.pvalue,resBs.padj,resBg.baseMean,resBg.log2FoldChange,resBg.lfcSE,resBg.stat,resBg.pvalue,resBg.padj,tpm.counts.bg.1_KO,tpm.counts.bg.2_KO,tpm.counts.bg.3_KO,tpm.counts.bg.4_WT,tpm.counts.bg.5_WT,tpm.counts.bg.6_WT,BS_ID,tpm_support_KO,tpm_support_WT,tpm_supported,width_tx,transcript_type,transcript_support_level,transcript_id,all_seeds_200down,first_seed_200down.start,first_seed_200down.end,first_seed_200down.width,first_seed_200down.type,first_seed_200down.wobble,seed_repetitions.200down,seed_repetitions.200down.wobble
ENSMUST00000208707,145,151,7,*,4010,58549,4.3435950000000005,1.4478650000000002,2.93596,mature protein_coding RNA,Eif3k,ENSMUSG00000053565,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7162,NA,5,ENSMUST00000208707,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000208707,154,160,7,*,4011,58549,3.0137460000000003,1.004582,1.04002,mature protein_coding RNA,Eif3k,ENSMUSG00000053565,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7162,NA,5,ENSMUST00000208707,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000209034,464,470,7,*,4012,58573,36.551770000000005,18.275885000000002,32.3905,mature protein_coding RNA,Psmd8,ENSMUSG00000030591,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6294,protein_coding,2,ENSMUST00000209034,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000061586,361,367,7,*,4013,59080,5.184089999999999,2.5920449999999997,2.81214,mature protein_coding RNA,Zfp507,ENSMUSG00000044452,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9269,1,1,ENSMUSG00000044452,Zfp507,utr3,6,11,7,17,8,4,ENSMUSG00000044452,437,640,397,676,502,302,73.76870324821148,-0.07026724739202925,0.4176088901868099,0.02837598293186261,0.8662279204499608,0.9689548677473012,474.8603154473396,0.17456574909992378,0.10249672439527148,1.703134906309036,0.08854282487586465,0.2396735829349606,64.8201786684289,68.31197404386548,73.61192608885061,63.965444371267246,58.74551161134864,65.1947897961035,ENSMUSG00000044452.bs1,3,3,TRUE,30647,protein_coding,1,ENSMUST00000061586,,83,88,6,seed_alt_38,TRUE,0,0
ENSMUST00000208253,264,270,7,*,4014,59433,8.48175,2.82725,4.2958,mature protein_coding RNA,Med25,ENSMUSG00000002968,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15627,protein_coding,1,ENSMUST00000208253,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000207522,420,426,7,*,4015,59478,27.41899,9.139663333333333,11.7912,mature protein_coding RNA,Prmt1,ENSMUSG00000109324,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6964,NA,5,ENSMUST00000207522,,144,149,6,seed_6mer,TRUE,0,1
ENSMUST00000063694,1305,1311,7,*,4016,60269,30.56235,5.093725,9.0229,mature protein_coding RNA,Klf13,ENSMUSG00000052040,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9286,1,1,ENSMUSG00000052040,Klf13,utr3,36,61,31,50,63,36,ENSMUSG00000052040,4081,5590,2893,7184,6359,3303,478.7402963657913,0.39541568348461104,0.20383075924457397,3.736497973710186,0.05323591185737982,0.3554001293238644,NA,NA,NA,NA,NA,NA,661.5997549167666,652.121657192929,586.2813272571753,742.9592653523948,813.3168170018835,779.3175817319923,ENSMUSG00000052040.bs10,3,3,TRUE,52565,protein_coding,1,ENSMUST00000063694,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000063694,4621,4627,7,*,4017,60269,16.06132,4.01533,6.26886,mature protein_coding RNA,Klf13,ENSMUSG00000052040,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9287,1,1,ENSMUSG00000052040,Klf13,utr3,21,27,21,45,39,11,ENSMUSG00000052040,4081,5590,2893,7184,6359,3303,339.70138277572755,0.17834811325935376,0.24730799236403406,0.5178301402736878,0.4717687528885607,0.8320151420324909,NA,NA,NA,NA,NA,NA,661.5997549167666,652.121657192929,586.2813272571753,742.9592653523948,813.3168170018835,779.3175817319923,ENSMUSG00000052040.bs29,3,3,TRUE,52565,protein_coding,1,ENSMUST00000063694,,87,92,6,seed_alt_38,FALSE,0,0
ENSMUST00000063694,4703,4709,7,*,4018,60269,5.6014099999999996,2.8007049999999998,3.7529,mature protein_coding RNA,Klf13,ENSMUSG00000052040,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9288,1,1,ENSMUSG00000052040,Klf13,utr3,14,20,6,17,29,10,ENSMUSG00000052040,4081,5590,2893,7184,6359,3303,267.2626329219961,0.14108981137919552,0.3145352047242742,0.20031981063867477,0.6544628278444572,0.9068014389181727,NA,NA,NA,NA,NA,NA,661.5997549167666,652.121657192929,586.2813272571753,742.9592653523948,813.3168170018835,779.3175817319923,ENSMUSG00000052040.bs30,3,3,TRUE,52565,protein_coding,1,ENSMUST00000063694,,5,10,6,seed_alt_38,FALSE,0,1
ENSMUST00000124899,368,374,7,*,4019,60328,8.98902,4.49451,5.92424,mature protein_coding RNA,Asb7,ENSMUSG00000030509,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45032,protein_coding,1,ENSMUST00000124899,,79,85,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000156690,234,240,7,*,4020,60337,19.09511,6.365036666666667,14.7815,mature protein_coding RNA,Mef2a,ENSMUSG00000030557,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9292,1,0,ENSMUSG00000030557,Mef2a,utr3,1,2,1,10,2,7,ENSMUSG00000030557,3355,4384,2804,4875,4000,2321,149.02199536353254,-1.969552261470176,0.7991966002910573,7.779277499787199,0.005284892932605316,0.09689427646002466,3507.5256956382336,0.08960458055569515,0.07111098282787648,1.2600666872033293,0.20764530635641754,0.42373077862860814,279.00903969335315,262.35199439630395,291.4960317700291,258.62488372263306,262.43873009997236,280.91701818452117,ENSMUSG00000030557.bs1,3,3,TRUE,141696,protein_coding,1,ENSMUST00000156690,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000156690,415,421,7,*,4021,60337,21.228659999999998,10.614329999999999,14.5405,mature protein_coding RNA,Mef2a,ENSMUSG00000030557,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141696,protein_coding,1,ENSMUST00000156690,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000107476,1651,1657,7,*,4022,60338,10.91083,5.455415,8.9954,mature protein_coding RNA,Mef2a,ENSMUSG00000030557,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140941,protein_coding,1,ENSMUST00000107476,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000072460,1163,1169,7,*,4023,60342,10.66489,5.332445,6.08373,mature protein_coding RNA,Mef2a,ENSMUSG00000030557,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138712,NA,1,ENSMUST00000072460,,28,33,6,seed_alt_38,TRUE,0,0
ENSMUST00000072460,1237,1243,7,*,4024,60342,32.36464,8.09116,12.9953,mature protein_coding RNA,Mef2a,ENSMUSG00000030557,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138712,NA,1,ENSMUST00000072460,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000169922,199,205,7,*,4025,60434,17.0801,5.693366666666667,7.93771,mature protein_coding RNA,Chd2,ENSMUSG00000078671,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9298,1,1,ENSMUSG00000078671,Chd2,utr3,25,38,31,44,34,22,ENSMUSG00000078671,3276,4181,2465,4473,3702,2005,336.7463215127599,0.13983518990725136,0.219544418519256,0.40485447379900563,0.5245927935363028,0.8592117366649207,3223.0143423852487,0.14283700807303856,0.06816195781701044,2.0955531890164147,0.036121845449633934,0.1253137232560153,279.69792476846106,256.8701227909192,263.08201676313905,243.62070057607647,249.3583708637179,249.13622961087268,ENSMUSG00000078671.bs1,3,3,TRUE,115109,protein_coding,5,ENSMUST00000169922,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000169922,1485,1491,7,*,4026,60434,0.1817702,0.0908851,0.132078,mature protein_coding RNA,Chd2,ENSMUSG00000078671,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115109,protein_coding,5,ENSMUST00000169922,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000169922,1599,1605,7,*,4027,60434,17.46148,8.73074,8.73074,mature protein_coding RNA,Chd2,ENSMUSG00000078671,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115109,protein_coding,5,ENSMUST00000169922,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000169922,2233,2239,7,*,4028,60434,49.6203741,12.405093525,38.1668,mature protein_coding RNA,Chd2,ENSMUSG00000078671,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9301,1,1,ENSMUSG00000078671,Chd2,utr3,75,120,63,90,104,50,ENSMUSG00000078671,3276,4181,2465,4473,3702,2005,683.7909224331779,0.2993862954922633,0.15253307766423538,3.8500498426411696,0.04974451244030286,0.34345838464708617,NA,NA,NA,NA,NA,NA,279.69792476846106,256.8701227909192,263.08201676313905,243.62070057607647,249.3583708637179,249.13622961087268,ENSMUSG00000078671.bs9,3,3,TRUE,115109,protein_coding,5,ENSMUST00000169922,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000169922,2751,2757,7,*,4029,60434,9.367372,3.122457333333333,4.66163,mature protein_coding RNA,Chd2,ENSMUSG00000078671,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115109,protein_coding,5,ENSMUST00000169922,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000069537,708,714,7,*,4030,60871,10.736385,2.68409625,3.4852,mature protein_coding RNA,Zfand6,ENSMUSG00000030629,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64298,protein_coding,1,ENSMUST00000069537,,41,46,6,seed_alt_38,FALSE,0,0
ENSMUST00000208255,787,793,7,*,4031,61070,0.523072,0.261536,0.265761,mature protein_coding RNA,Pcf11,ENSMUSG00000041328,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,protein_coding,NA,ENSMUST00000208255,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000206389,105,111,7,*,4032,61137,1.465274,0.732637,0.732637,mature protein_coding RNA,Aqp11,ENSMUSG00000042797,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9317,1,1,ENSMUSG00000042797,Aqp11,utr3,8,11,3,18,19,12,ENSMUSG00000042797,3345,4208,2090,4771,4696,2718,200.01845577716918,-0.585882625661052,0.407184073106211,2.136771291789458,0.1438042702506144,0.5475181954164126,3510.811291184622,-0.2154294407408342,0.10490246154318318,-2.0536166413230683,0.04001281020654532,0.13511532341537608,433.62950470795226,392.54234112173475,338.68649239706014,394.5500088854068,480.2783136553083,512.8015325234181,ENSMUSG00000042797.bs1,3,3,TRUE,14284,protein_coding,1,ENSMUST00000206389,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000205276,3396,3402,7,*,4033,61181,18.74965,3.74993,5.072,mature protein_coding RNA,Emsy,ENSMUSG00000035401,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69643,protein_coding,1,ENSMUST00000205276,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000080817,4465,4471,7,*,4034,61264,320.0399,64.00798,86.5538,mature protein_coding RNA,Rnf169,ENSMUSG00000058761,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60195,protein_coding,5,ENSMUST00000080817,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000033008,273,279,7,*,4035,62090,85.99465000000001,17.19893,34.3284,mature protein_coding RNA,Psma1,ENSMUSG00000030751,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11513,protein_coding,1,ENSMUST00000033008,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000179331,8474,8480,7,*,4036,62198,33.34846,11.116153333333333,18.2875,mature protein_coding RNA,Smg1,ENSMUSG00000030655,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78924,NA,5,ENSMUST00000179331,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000046929,107,113,7,*,4037,62320,31.284300000000002,7.8210750000000004,12.9351,mature protein_coding RNA,Usp31,ENSMUSG00000063317,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9346,1,0,ENSMUSG00000063317,Usp31,utr3,1,1,2,8,9,10,ENSMUSG00000063317,590,717,430,742,775,410,57.36842597771069,-2.403263178860103,0.7874758844695834,13.008336650745775,3.101072782427195e-4,0.013723131367149914,593.2484196678097,0.006680646211310918,0.11319866777799562,0.05901700384330451,0.9529385646091517,0.9793303090538883,69.90810826075065,61.13399384349762,63.6902394814886,56.08534326934079,72.44683672270995,70.70279049118984,ENSMUSG00000063317.bs1,3,3,TRUE,65233,protein_coding,5,ENSMUST00000046929,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000075671,1347,1353,7,*,4038,62453,34.99266,8.748165,23.8336,mature protein_coding RNA,Nfatc2ip,ENSMUSG00000030722,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13884,protein_coding,1,ENSMUST00000075671,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000133444,344,350,7,*,4039,62787,20.27291,10.136455,12.8353,mature protein_coding RNA,Tial1,ENSMUSG00000030846,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2697,NA,5,ENSMUST00000133444,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000133444,378,384,7,*,4040,62787,42.79299,10.6982475,19.8363,mature protein_coding RNA,Tial1,ENSMUSG00000030846,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2697,NA,5,ENSMUST00000133444,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000057557,1040,1046,7,*,4041,62801,172.2523,43.063075,99.0556,mature protein_coding RNA,Mcmbp,ENSMUSG00000048170,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44055,protein_coding,1,ENSMUST00000057557,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000106007,280,286,7,*,4042,63251,1.8926314,0.9463157,1.86692,mature protein_coding RNA,Slc25a22,ENSMUSG00000019082,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846,protein_coding,1,ENSMUST00000106007,,89,94,6,seed_alt_38,TRUE,0,0
ENSMUST00000066401,392,398,7,*,4043,63356,4.66627,1.5554233333333334,1.97926,mature protein_coding RNA,Ctsd,ENSMUSG00000007891,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11941,protein_coding,1,ENSMUST00000066401,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000208363,704,710,7,*,4044,63534,58.170664,8.310094857142857,22.0822,mature protein_coding RNA,Arhgef18,ENSMUSG00000004568,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35994,NA,2,ENSMUST00000208363,,25,31,7,seed_7mer_a1,FALSE,1,0
ENSMUST00000202692,1596,1602,7,*,4045,63696,1.457997,0.7289985,1.32515,mature protein_coding RNA,Zfp958,ENSMUSG00000058748,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17065,protein_coding,1,ENSMUST00000202692,,80,87,8,seed_8mer,FALSE,1,0
ENSMUST00000177955,1147,1153,7,*,4046,63769,34.141094,11.380364666666667,22.1168,mature protein_coding RNA,Naxd,ENSMUSG00000031505,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15782,protein_coding,1,ENSMUST00000177955,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000039412,3504,3510,7,*,4047,63995,120.89410000000001,60.447050000000004,89.3455,mature protein_coding RNA,Mcph1,ENSMUSG00000039842,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208059,protein_coding,1,ENSMUST00000039412,,52,57,6,seed_6mer,FALSE,2,0
ENSMUST00000084026,5513,5519,7,*,4048,64217,71.39874,17.849685,31.4363,mature protein_coding RNA,Nsd3,ENSMUSG00000054823,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79384,protein_coding,2,ENSMUST00000084026,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000084026,6431,6437,7,*,4049,64217,58.15327,19.384423333333334,28.4569,mature protein_coding RNA,Nsd3,ENSMUSG00000054823,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79384,protein_coding,2,ENSMUST00000084026,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000084026,6691,6697,7,*,4050,64217,8.056021,2.6853403333333334,4.46354,mature protein_coding RNA,Nsd3,ENSMUSG00000054823,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9388,1,1,ENSMUSG00000054823,Nsd3,utr3,9,11,6,22,23,15,ENSMUSG00000054823,3188,4110,2520,4752,4097,2359,213.97038126953913,-0.8158256438487054,0.3495802591798843,5.75760834827291,0.016417404148914825,0.19282449522728215,NA,NA,NA,NA,NA,NA,235.7076729777211,218.66803596402107,232.90823066752077,224.1309222292646,238.9811012090588,253.84026244641814,ENSMUSG00000054823.bs14,3,3,TRUE,79384,protein_coding,2,ENSMUST00000084026,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000211393,1976,1982,7,*,4051,64297,14.099699999999999,4.6998999999999995,5.60962,mature protein_coding RNA,Plpbp,ENSMUSG00000031485,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11944,protein_coding,1,ENSMUST00000211393,,24,31,8,seed_8mer,FALSE,1,0
ENSMUST00000070481,3304,3310,7,*,4052,64403,7.2868847,1.821721175,4.67561,mature protein_coding RNA,Ppp1r3b,ENSMUSG00000046794,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9392,1,1,ENSMUSG00000046794,Ppp1r3b,utr3,4,1,3,17,19,7,ENSMUSG00000046794,227,398,205,1368,1296,604,74.39405568049452,-0.2433209194337239,0.5770822451742713,0.18335788671302566,0.6685032664526126,0.9107681667641964,NA,NA,NA,NA,NA,NA,44.58576677103425,56.252461295777174,50.333036522978205,171.40615726927842,200.82490522806515,172.65711544778893,ENSMUSG00000046794.bs10,2,3,TRUE,12399,protein_coding,1,ENSMUST00000070481,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000070481,3651,3657,7,*,4053,64403,69.743185,17.43579625,24.6589,mature protein_coding RNA,Ppp1r3b,ENSMUSG00000046794,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9393,1,0,ENSMUSG00000046794,Ppp1r3b,utr3,2,6,0,7,9,6,ENSMUSG00000046794,227,398,205,1368,1296,604,53.88044553880035,0.7095668737697767,0.6172632876853968,1.2313705378499549,0.26714066658902874,0.6951759466832301,NA,NA,NA,NA,NA,NA,44.58576677103425,56.252461295777174,50.333036522978205,171.40615726927842,200.82490522806515,172.65711544778893,ENSMUSG00000046794.bs12,2,3,TRUE,12399,protein_coding,1,ENSMUST00000070481,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000070481,3809,3815,7,*,4054,64403,13.48669,4.495563333333333,5.32208,mature protein_coding RNA,Ppp1r3b,ENSMUSG00000046794,utr3,NA,NA,NA,NA,NA,NA,mir181_enriched,9394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12399,protein_coding,1,ENSMUST00000070481,,NA,NA,NA,NA,NA,NA,NA
